token|nan|ts|endTs|punctuation|case|tags|wer_tags
platform|nan|||.|LC|[]|[]
During|nan||||UC|[]|[]
March|nan|||,|UC|[]|['151']
Argos|nan||||UC|[]|['152']
ONE|nan||||CA|['73:ABBREVIATION']|['152']
accounted|nan||||LC|[]|[]
for|nan||||LC|[]|[]
70%|nan|||,|LC|['46:PERCENT']|['46']
41%|nan||||LC|['47:PERCENT']|['47']
and|nan||||LC|[]|[]
23%|nan||||LC|['48:PERCENT']|['48']
of|nan||||LC|[]|[]
cement|nan||||LC|[]|[]
dispatches|nan||||LC|[]|[]
of|nan||||LC|[]|[]
Columbia|nan|||,|UC|[]|['2015']
the|nan||||LC|[]|[]
U.S|nan||||LC|['1240:FALLBACK']|['2016', '2017']
and|nan||||LC|[]|[]
Panama|nan||||UC|[]|['158']
respectively|nan|||.|LC|[]|[]
And|nan||||UC|[]|[]
for|nan||||LC|[]|[]
49%|nan|||,|LC|['49:PERCENT']|['49']
3%|nan||||LC|['50:PERCENT']|['50']
and|nan||||LC|[]|['160']
33%|nan||||LC|['51:PERCENT']|['51']
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
remix|nan||||LC|[]|[]
dispatches|nan||||LC|[]|[]
in|nan||||LC|[]|[]
these|nan||||LC|[]|[]
countries|nan|||.|LC|[]|[]
In|nan||||LC|[]|[]
relation|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|[]
divestitures|nan||||LC|[]|[]
announced|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan||||LC|[]|[]
on|nan||||LC|[]|[]
our|nan||||LC|[]|[]
last|nan||||LC|[]|[]
earnings|nan||||LC|[]|[]
call|nan|||,|LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
$400|nan||||CA|['40:MONEY']|['40']
million|nan|||,|LC|[]|['40']
we|nan||||LC|[]|[]
would|nan||||LC|[]|[]
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
mention|nan||||LC|[]|[]
that|nan||||LC|[]|[]
after|nan||||LC|[]|[]
careful|nan||||LC|[]|[]
analysis|nan||||LC|[]|[]
the|nan||||LC|[]|[]
transaction|nan||||LC|[]|[]
has|nan||||LC|[]|[]
been|nan||||LC|[]|[]
postponed|nan||||LC|[]|[]
based|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
uncertainty|nan||||LC|[]|[]
surrounding|nan||||LC|[]|[]
the|nan||||LC|[]|[]
short-term|nan||||LC|[]|[]
impact|nan||||LC|[]|[]
of|nan||||LC|[]|[]
COVID-19|nan||||CA|['70:ALPHANUMERIC']|['70']
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
worldwide|nan||||LC|[]|[]
economy|nan|||.|LC|[]|[]
But|nan||||UC|[]|[]
maintaining|nan||||LC|[]|[]
our|nan||||LC|[]|[]
commitment|nan||||LC|[]|[]
to|nan||||LC|[]|[]
carry|nan||||LC|[]|[]
them|nan||||LC|['110:CONTRACTION']|['110']
out|nan||||LC|[]|[]
as|nan||||LC|[]|[]
soon|nan||||LC|[]|[]
as|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan||||LC|[]|[]
returns|nan||||LC|[]|[]
to|nan||||LC|[]|[]
better|nan||||LC|[]|[]
conditions|nan|||.|LC|[]|[]
We|nan||||UC|['111:CONTRACTION']|['111']
are|nan||||LC|['111:CONTRACTION']|['111']
aware|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
impact|nan||||LC|[]|[]
that|nan||||LC|[]|[]
these|nan||||LC|[]|[]
decisions|nan||||LC|[]|[]
has|nan||||LC|[]|[]
on|nan||||LC|[]|[]
meritus|nan|||,|LC|[]|[]
ratings|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
company|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
in|nan||||LC|[]|[]
that|nan||||LC|[]|[]
sense|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
have|nan||||LC|[]|[]
been|nan||||LC|[]|[]
in|nan||||LC|[]|[]
constant|nan||||LC|[]|[]
discussions|nan||||LC|[]|[]
with|nan||||LC|[]|[]
both|nan||||LC|[]|[]
our|nan||||LC|[]|[]
rating|nan||||LC|[]|[]
agency|nan|||,|LC|[]|[]
our|nan||||LC|[]|[]
vendors|nan|||,|LC|[]|[]
to|nan||||LC|[]|[]
make|nan||||LC|[]|[]
sure|nan||||LC|[]|[]
that|nan||||LC|[]|[]
they|nan||||LC|[]|[]
fully|nan||||LC|[]|[]
understand|nan||||LC|[]|[]
and|nan||||LC|[]|[]
support|nan||||LC|[]|[]
our|nan||||LC|[]|[]
decisions|nan|||.|LC|[]|[]
Even|nan||||UC|[]|[]
the|nan||||LC|[]|[]
strong|nan||||LC|[]|[]
cash|nan||||LC|[]|[]
position|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
company|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
various|nan||||LC|[]|[]
initiatives|nan||||LC|[]|[]
within|nan||||LC|[]|[]
reset|nan|||,|LC|[]|[]
user|nan||||LC|[]|[]
report|nan||||LC|[]|[]
from|nan||||LC|[]|[]
our|nan||||LC|[]|[]
stakeholders|nan||||LC|[]|[]
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
passionate|nan||||LC|[]|[]
commitment|nan||||LC|[]|[]
of|nan||||LC|[]|[]
our|nan||||LC|[]|[]
more|nan||||LC|[]|['162']
than|nan||||LC|[]|['162']
10,000|nan||||LC|['96:CARDINAL']|['96']
employees|nan|||.|LC|[]|[]
We|nan||||LC|[]|[]
firmly|nan||||LC|[]|[]
believe|nan||||LC|[]|[]
that|nan||||LC|[]|[]
Argos|nan||||UC|[]|['2018']
is|nan||||LC|[]|[]
fully|nan||||LC|[]|[]
prepared|nan||||LC|[]|[]
to|nan||||LC|[]|[]
face|nan||||LC|[]|[]
the|nan||||LC|[]|[]
current|nan||||LC|[]|[]
market|nan||||LC|[]|[]
conditions|nan||||LC|[]|[]
to|nan||||LC|[]|[]
continue|nan||||LC|[]|[]
building|nan||||LC|[]|[]
dreams|nan||||LC|[]|[]
that|nan||||LC|[]|[]
promote|nan||||LC|[]|[]
development|nan||||LC|[]|[]
and|nan||||LC|[]|[]
transform|nan||||LC|[]|[]
lives|nan|||.|LC|[]|[]
Now|nan|||,|UC|[]|[]
moving|nan||||LC|[]|[]
to|nan||||LC|[]|[]
our|nan||||LC|[]|[]
consolidated|nan||||LC|[]|[]
results|nan|||,|LC|[]|[]
I|nan||||CA|[]|[]
would|nan||||LC|[]|[]
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
start|nan||||LC|[]|[]
by|nan||||LC|[]|[]
mentioning|nan||||LC|[]|[]
that|nan||||LC|[]|[]
all|nan||||LC|[]|[]
comparison|nan||||LC|[]|[]
on|nan||||LC|[]|[]
this|nan||||LC|[]|[]
call|nan||||LC|[]|[]
will|nan||||LC|[]|[]
be|nan||||LC|[]|[]
made|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
results|nan|||,|LC|[]|[]
including|nan||||LC|[]|[]
IFRS-16|nan|||,|CA|['71:ALPHANUMERIC']|['2019', '71']
as|nan||||LC|[]|[]
we|nan||||LC|[]|[]
now|nan||||LC|[]|[]
have|nan||||LC|[]|[]
comparable|nan||||LC|[]|[]
figures|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|['164']
present|nan||||LC|[]|['164']
year|nan|||.|LC|[]|['164']
Percentage|nan||||UC|[]|[]
changes|nan||||LC|[]|[]
in|nan||||LC|[]|[]
ready|nan||||LC|[]|[]
mix|nan|||,|LC|[]|[]
dispatches|nan||||LC|[]|[]
and|nan||||LC|[]|[]
EBITDA|nan||||CA|['74:ABBREVIATION']|['74']
are|nan||||LC|[]|[]
calculated|nan||||LC|[]|[]
based|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
performance|nan||||LC|[]|[]
numbers|nan||||LC|[]|[]
of|nan||||LC|[]|[]
2019|nan|||,|CA|['58:YEAR']|['166', '58', '97']
which|nan||||LC|[]|[]
exclude|nan||||LC|[]|[]
the|nan||||LC|[]|[]
operations|nan||||LC|[]|[]
from|nan||||LC|[]|[]
the|nan||||LC|[]|[]
remix|nan||||LC|[]|[]
divestitures|nan||||LC|[]|[]
carried|nan||||LC|[]|[]
out|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
US|nan||||CA|[]|['167', '2020']
region|nan||||LC|[]|[]
between|nan||||LC|[]|['168']
2019|nan||||CA|['59:YEAR']|['168', '59', '98']
as|nan||||LC|[]|[]
well|nan||||LC|[]|[]
as|nan||||LC|[]|[]
the|nan||||LC|[]|[]
land|nan||||LC|[]|[]
appraisals|nan||||LC|[]|[]
registered|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Columbia|nan||||UC|[]|['169']
last|nan||||LC|[]|['170']
year|nan|||.|LC|[]|['170']
Cement|nan||||UC|[]|[]
dispatches|nan||||LC|[]|[]
reached|nan||||LC|[]|[]
3.6|nan||||LC|['99:CARDINAL']|['171', '99']
million|nan||||LC|[]|['171']
tons|nan||||LC|[]|['171']
during|nan||||LC|[]|[]
the|nan||||LC|[]|['172']
first|nan||||LC|[]|['172']
quarter|nan||||LC|[]|['172']
of|nan||||LC|[]|['172']
2020|nan|||,|CA|['60:YEAR']|['100', '172', '60']
decreasing|nan||||LC|[]|[]
6.1%|nan||||LC|['52:PERCENT']|['52']
when|nan||||LC|[]|[]
compared|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|['174']
same|nan||||LC|[]|['174']
quarter|nan||||LC|[]|['174']
of|nan||||LC|[]|['174']
2019|nan|||.|CA|['61:YEAR']|['102', '174', '61']
And|nan||||UC|[]|[]
remix|nan||||LC|[]|[]
dispatches|nan||||LC|[]|[]
reached|nan||||LC|[]|[]
2.1|nan||||LC|['103:CARDINAL']|['103', '175']
million|nan||||LC|[]|['175']
cubic|nan||||LC|[]|['175']
meters|nan||||LC|[]|['175']
posting|nan||||LC|[]|[]
a|nan||||LC|[]|[]
10.7%|nan||||LC|['53:PERCENT']|['53']
decrease|nan||||LC|[]|[]
on|nan||||LC|[]|[]
a|nan||||LC|[]|[]
like|nan||||LC|[]|[]
for|nan||||LC|[]|[]
like|nan||||LC|[]|[]
basis|nan|||.|LC|[]|[]
These|nan||||UC|[]|[]
results|nan||||LC|[]|[]
were|nan||||LC|[]|[]
affected|nan||||LC|[]|[]
mainly|nan||||LC|[]|[]
by|nan||||LC|[]|[]
the|nan||||LC|[]|[]
lockdown|nan||||LC|[]|[]
measures|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan||||UC|[]|['177']
and|nan||||LC|[]|[]
some|nan||||LC|[]|[]
coast|nan||||LC|[]|[]
of|nan||||LC|[]|[]
Carrianas|nan||||UC|[]|['178']
into|nan||||LC|[]|[]
America|nan||||UC|[]|['179']
and|nan||||LC|[]|[]
to|nan||||LC|[]|[]
our|nan||||LC|[]|[]
latest|nan||||LC|[]|[]
expense|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|[]
adverse|nan||||LC|[]|[]
weather|nan||||LC|[]|[]
conditions|nan||||LC|[]|[]
experienced|nan||||LC|[]|[]
in|nan||||LC|[]|[]
some|nan||||LC|[]|[]
regions|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
U.S.|nan||||LC|['75:ABBREVIATION']|['180', '75']
Revenues|nan||||UC|[]|[]
closed|nan||||LC|[]|[]
in|nan||||LC|[]|[]
2.2|nan||||LC|['105:CARDINAL']|['105', '181']
trillion|nan||||LC|[]|['181']
Pesos|nan||||UC|[]|['181']
with|nan||||LC|[]|[]
an|nan||||LC|[]|[]
inclusion|nan||||LC|[]|[]
0.2%|nan||||LC|['54:PERCENT']|['54']
on|nan||||LC|[]|[]
a|nan||||LC|[]|['184']
year|nan||||LC|[]|['184']
to|nan||||LC|[]|[]
year|nan||||LC|[]|['185']
basis|nan|||,|LC|[]|[]
but|nan||||LC|[]|[]
even|nan||||LC|[]|[]
mainly|nan||||LC|[]|[]
the|nan||||LC|[]|[]
devaluation|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
Colombian|nan||||UC|[]|['186']
peso|nan|||.|LC|[]|[]
The|nan||||UC|[]|[]
EBITDA|nan|||,|CA|['76:ABBREVIATION']|['76']
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
other|nan||||LC|[]|[]
hand|nan|||,|LC|[]|[]
it|nan||||LC|['112:CONTRACTION']|['112']
is|nan||||LC|['112:CONTRACTION']|['112']
1%|nan||||LC|['55:PERCENT']|['55']
on|nan||||LC|[]|[]
a|nan||||LC|[]|[]
like|nan||||LC|[]|[]
for|nan||||LC|[]|[]
like|nan||||LC|[]|[]
basis|nan||||LC|[]|[]
in|nan||||LC|[]|[]
line|nan||||LC|[]|[]
with|nan||||LC|[]|[]
the|nan||||LC|[]|[]
declining|nan||||LC|[]|[]
volumes|nan||||LC|[]|[]
experienced|nan||||LC|[]|[]
in|nan||||LC|[]|[]
both|nan||||LC|[]|[]
segments|nan||||LC|[]|[]
during|nan||||LC|[]|[]
the|nan||||LC|[]|['189']
quarter|nan||||LC|[]|['189']
as|nan||||LC|[]|[]
a|nan||||LC|[]|[]
result|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
slow|nan||||LC|[]|[]
down|nan||||LC|[]|[]
of|nan||||LC|[]|[]
operation|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan||||UC|[]|['190']
and|nan||||LC|[]|[]
most|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
foreign|nan||||LC|[]|[]
markets|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
total|nan||||LC|[]|[]
America|nan||||UC|[]|['191']
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
Caribbean|nan|||.|UC|[]|['192']
Now|nan||||UC|[]|[]
to|nan||||LC|[]|[]
start|nan||||LC|[]|[]
with|nan||||LC|[]|[]
our|nan||||LC|[]|[]
results|nan||||LC|[]|[]
in|nan||||LC|[]|[]
each|nan||||LC|[]|[]
region|nan|||,|LC|[]|[]
I|nan||||CA|[]|[]
would|nan||||LC|[]|[]
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
invite|nan||||LC|[]|[]
Bill|nan||||UC|[]|['193']
to|nan||||LC|[]|[]
explain|nan||||LC|[]|[]
the|nan||||LC|[]|[]
performance|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
business|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
U.S|nan||||LC|['1243:FALLBACK']|['194', '2021']
and|nan||||LC|[]|[]
our|nan||||LC|[]|[]
view|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan|||,|LC|[]|[]
Juan|nan|||,|UC|[]|['225']
and|nan||||LC|[]|[]
good|nan||||LC|[]|[]
morning|nan||||LC|[]|['226']
everyone|nan|||.|LC|[]|[]
I|nan||||CA|[]|[]
would|nan||||LC|[]|[]
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
start|nan||||LC|[]|[]
by|nan||||LC|[]|[]
providing|nan||||LC|[]|[]
some|nan||||LC|[]|[]
color|nan||||LC|[]|[]
on|nan||||LC|[]|[]
our|nan||||LC|[]|[]
volume|nan||||LC|[]|[]
performance|nan|||.|LC|[]|[]
Cement|nan||||UC|[]|[]
dispatch|nan||||LC|[]|[]
has|nan||||LC|[]|[]
posted|nan||||LC|[]|[]
a|nan||||LC|[]|[]
slight|nan||||LC|[]|[]
decrease|nan||||LC|[]|[]
of|nan||||LC|[]|[]
1.2%|nan||||LC|['196:PERCENT']|['196']
for|nan||||LC|[]|[]
the|nan||||LC|[]|['228']
quarter|nan|||,|LC|[]|['228']
with|nan||||LC|[]|[]
low|nan||||LC|[]|[]
single|nan||||LC|[]|[]
digit|nan||||LC|[]|[]
growth|nan||||LC|[]|[]
in|nan||||LC|[]|[]
our|nan||||LC|[]|[]
deep|nan||||LC|[]|[]
South|nan||||UC|[]|['229']
and|nan||||LC|[]|[]
Florida|nan||||UC|[]|['230']
cement|nan||||LC|[]|[]
districts|nan||||LC|[]|[]
of|nan||||LC|[]|[]
around|nan||||LC|[]|['231']
3%|nan||||LC|['197:PERCENT']|['197']
and|nan||||LC|[]|['2050']
1%|nan||||LC|['198:PERCENT']|['198']
respectively|nan|||.|LC|[]|[]
The|nan||||UC|[]|[]
Northeast|nan||||UC|[]|['232']
reflected|nan||||LC|[]|[]
positive|nan||||LC|[]|[]
dynamics|nan||||LC|[]|[]
too|nan|||,|LC|[]|[]
but|nan||||LC|[]|[]
started|nan||||LC|[]|[]
to|nan||||LC|[]|[]
face|nan||||LC|[]|[]
some|nan||||LC|[]|[]
deterioration|nan||||LC|[]|[]
in|nan||||LC|[]|[]
volumes|nan||||LC|[]|[]
during|nan||||LC|[]|[]
March|nan||||UC|[]|['233']
due|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|[]
health|nan||||LC|[]|[]
crisis|nan||||LC|[]|[]
situation|nan|||,|LC|[]|[]
mainly|nan||||LC|[]|[]
in|nan||||LC|[]|[]
our|nan||||LC|[]|[]
Mid-east|nan||||UC|[]|['234']
markets|nan|||.|LC|[]|[]
For|nan||||UC|[]|[]
the|nan||||LC|[]|[]
ready|nan||||LC|[]|[]
mix|nan||||LC|[]|[]
business|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
experienced|nan||||LC|[]|[]
a|nan||||LC|[]|[]
5.5%|nan||||LC|['199:PERCENT']|['199']
decrease|nan||||LC|[]|[]
on|nan||||LC|[]|[]
a|nan||||LC|[]|[]
like|nan||||LC|[]|[]
for|nan||||LC|[]|[]
like|nan||||LC|[]|[]
basis|nan|||,|LC|[]|[]
when|nan||||LC|[]|[]
excluding|nan||||LC|[]|[]
the|nan||||LC|[]|[]
volume|nan||||LC|[]|[]
from|nan||||LC|[]|[]
the|nan||||LC|[]|[]
plants|nan||||LC|[]|[]
divested|nan||||LC|[]|[]
in|nan||||LC|[]|[]
December|nan||||UC|[]|['236']
of|nan||||LC|[]|['236']
2019|nan|||.|CA|['202:YEAR']|['202', '213', '236']
This|nan||||UC|[]|[]
decrease|nan||||LC|[]|[]
is|nan||||LC|[]|[]
mainly|nan||||LC|[]|[]
due|nan||||LC|[]|[]
to|nan||||LC|[]|[]
adverse|nan||||LC|[]|[]
weather|nan||||LC|[]|[]
conditions|nan||||LC|[]|[]
in|nan||||LC|[]|[]
major|nan||||LC|[]|[]
markets|nan||||LC|[]|[]
during|nan||||LC|[]|[]
the|nan||||LC|[]|['237']
quarter|nan||||LC|[]|['237']
where|nan||||LC|[]|[]
when|nan||||LC|[]|[]
compared|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|['238']
first|nan||||LC|[]|['238']
quarter|nan||||LC|[]|['238']
of|nan||||LC|[]|['238']
2019|nan|||,|CA|['203:YEAR']|['203', '214', '238']
Georgia|nan|||,|UC|[]|['239']
Dallas|nan||||UC|[]|['240']
and|nan||||LC|[]|[]
Houston|nan||||UC|[]|['241']
experienced|nan||||LC|[]|[]
13|nan|||,|CA|['215:CARDINAL']|['215']
10|nan|||,|CA|['216:CARDINAL']|['216']
and|nan||||LC|[]|[]
seven|nan||||LC|[]|['244']
less|nan||||LC|[]|['245']
operational|nan||||LC|[]|['245']
days|nan||||LC|[]|['245']
respectively|nan|||.|LC|[]|[]
On|nan||||LC|[]|[]
prices|nan|||,|LC|[]|[]
based|nan||||LC|[]|[]
on|nan||||LC|[]|[]
healthy|nan||||LC|[]|[]
market|nan||||LC|[]|[]
dynamics|nan||||LC|[]|[]
during|nan||||LC|[]|[]
the|nan||||LC|[]|['246']
first|nan||||LC|[]|['246']
few|nan||||LC|[]|['246']
months|nan||||LC|[]|['246']
of|nan||||LC|[]|['246']
the|nan||||LC|[]|['246']
year|nan|||,|LC|[]|['246']
we|nan||||LC|[]|[]
achieved|nan||||LC|[]|[]
an|nan||||LC|[]|[]
improvement|nan||||LC|[]|[]
in|nan||||LC|[]|[]
our|nan||||LC|[]|[]
ready-mix|nan||||LC|[]|[]
segment|nan||||LC|[]|[]
of|nan||||LC|[]|[]
1.8%|nan||||LC|['200:PERCENT']|['200']
when|nan||||LC|[]|[]
compared|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|['248']
same|nan||||LC|[]|['248']
quarter|nan||||LC|[]|['248']
of|nan||||LC|[]|['248']
2019|nan|||.|CA|['204:YEAR']|['204', '218', '248']
Cement|nan||||UC|[]|[]
prices|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
other|nan||||LC|[]|[]
hand|nan|||,|LC|[]|[]
stayed|nan||||LC|[]|[]
on|nan||||LC|[]|[]
similar|nan||||LC|[]|[]
levels|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|[]
ones|nan||||LC|[]|[]
observed|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|['249']
same|nan||||LC|[]|['249']
quarter|nan||||LC|[]|['249']
of|nan||||LC|[]|['249']
last|nan||||LC|[]|['249']
year|nan|||.|LC|[]|['249']
These|nan||||UC|[]|[]
results|nan||||LC|[]|[]
are|nan||||LC|[]|[]
aligned|nan||||LC|[]|[]
with|nan||||LC|[]|[]
our|nan||||LC|[]|[]
strategy|nan||||LC|[]|[]
to|nan||||LC|[]|[]
continue|nan||||LC|[]|[]
improving|nan||||LC|[]|[]
in|nan||||LC|[]|[]
terms|nan||||LC|[]|[]
of|nan||||LC|[]|[]
profitability|nan|||,|LC|[]|[]
always|nan||||LC|[]|[]
monitoring|nan||||LC|[]|[]
market|nan||||LC|[]|[]
conditions|nan|||,|LC|[]|[]
which|nan||||LC|[]|[]
is|nan||||LC|[]|[]
going|nan||||LC|['223:CONTRACTION']|['223']
to|nan||||LC|['223:CONTRACTION']|['223']
be|nan||||LC|[]|[]
key|nan||||LC|[]|[]
during|nan||||LC|[]|[]
the|nan||||LC|[]|[]
rest|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|['250']
year|nan||||LC|[]|['250']
due|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|[]
current|nan||||LC|[]|[]
challenging|nan||||LC|[]|[]
circumstances|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
construction|nan||||LC|[]|[]
industry|nan||||LC|[]|[]
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
economy|nan||||LC|[]|[]
as|nan||||LC|[]|[]
a|nan||||LC|[]|[]
whole|nan|||.|LC|[]|[]
EBITDA|nan||||CA|['208:ABBREVIATION']|['208']
on|nan||||LC|[]|[]
a|nan||||LC|[]|[]
like|nan||||LC|[]|[]
for|nan||||LC|[]|[]
like|nan||||LC|[]|[]
basis|nan|||,|LC|[]|[]
decreased|nan||||LC|[]|[]
by|nan||||LC|[]|[]
6.1%|nan|||,|LC|['201:PERCENT']|['201']
affected|nan||||LC|[]|[]
in|nan||||LC|[]|[]
part|nan||||LC|[]|[]
by|nan||||LC|[]|[]
lower|nan||||LC|[]|[]
rating|nan||||LC|[]|[]
mix|nan||||LC|[]|[]
volumes|nan|||,|LC|[]|[]
but|nan||||LC|[]|[]
mostly|nan||||LC|[]|[]
by|nan||||LC|[]|[]
higher|nan||||LC|[]|[]
maintenance|nan||||LC|[]|[]
expenses|nan||||LC|[]|[]
of|nan||||LC|[]|[]
$8.1|nan||||LC|['195:MONEY']|['195']
million|nan||||LC|[]|['252']
for|nan||||LC|[]|[]
our|nan||||LC|[]|[]
Martinsburg|nan||||UC|[]|['253']
and|nan||||LC|[]|[]
Newbury|nan||||UC|[]|['254']
plants.|nan||.||LC|[]|[]
In|nan||||UC|[]|[]
terms|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan|||,|LC|[]|[]
I'd|nan||||UC|['224:CONTRACTION']|['224']
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
highlight|nan||||LC|[]|[]
the|nan||||LC|[]|[]
resilience|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
U.S|nan||||LC|['1246:FALLBACK']|['2022', '255']
demand|nan||||LC|[]|[]
during|nan||||LC|[]|[]
the|nan||||LC|[]|['256']
first|nan||||LC|[]|['256']
quarter|nan||||LC|[]|['256']
of|nan||||LC|[]|['256']
the|nan||||LC|[]|['256']
year|nan|||,|LC|[]|['256']
despite|nan||||LC|[]|[]
the|nan||||LC|[]|[]
COVID-19|nan||||CA|['207:ALPHANUMERIC']|['207']
outbreaks|nan||||LC|[]|[]
presented|nan||||LC|[]|[]
throughout|nan||||LC|[]|[]
the|nan||||LC|[]|[]
country|nan|||.|LC|[]|[]
Even|nan||||UC|[]|[]
though|nan||||LC|[]|[]
construction|nan||||LC|[]|[]
has|nan||||LC|[]|[]
remained|nan||||LC|[]|[]
an|nan||||LC|[]|[]
essential|nan||||LC|[]|[]
activity|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
near|nan||||LC|[]|[]
future|nan||||LC|[]|[]
we|nan||||LC|[]|[]
envision|nan||||LC|[]|[]
a|nan||||LC|[]|[]
slowdown|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
residential|nan||||LC|[]|[]
and|nan||||LC|[]|[]
commercial|nan||||LC|[]|[]
segments|nan|||,|LC|[]|[]
based|nan||||LC|[]|[]
on|nan||||LC|[]|[]
weak|nan||||LC|[]|[]
readings|nan||||LC|[]|[]
of|nan||||LC|[]|[]
some|nan||||LC|[]|[]
indicators|nan||||LC|[]|[]
such|nan||||LC|[]|[]
as|nan||||LC|[]|[]
unemployment|nan|||,|LC|[]|[]
housing|nan||||LC|[]|[]
starts|nan|||,|LC|[]|[]
housing|nan||||LC|[]|[]
permits|nan||||LC|[]|[]
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
architectural|nan||||LC|[]|[]
billings|nan||||LC|[]|[]
index|nan||||LC|[]|[]
among|nan||||LC|[]|[]
the|nan||||LC|[]|[]
others|nan|||.|LC|[]|[]
On|nan||||UC|[]|[]
the|nan||||LC|[]|[]
civil|nan||||LC|[]|[]
and|nan||||LC|[]|[]
infrastructure|nan||||LC|[]|[]
front|nan||||LC|[]|[]
we|nan||||LC|[]|[]
foresee|nan||||LC|[]|[]
a|nan||||LC|[]|[]
short|nan||||LC|[]|[]
term|nan||||LC|[]|[]
impact|nan||||LC|[]|[]
due|nan||||LC|[]|[]
to|nan||||LC|[]|[]
financial|nan||||LC|[]|[]
constraints|nan||||LC|[]|[]
at|nan||||LC|[]|[]
a|nan||||LC|[]|[]
state|nan||||LC|[]|[]
and|nan||||LC|[]|[]
local|nan||||LC|[]|[]
governments|nan||||LC|[]|[]
level|nan|||,|LC|[]|[]
which|nan||||LC|[]|[]
based|nan||||LC|[]|[]
on|nan||||LC|[]|[]
construction|nan||||LC|[]|[]
spending|nan||||LC|[]|[]
readings|nan||||LC|[]|[]
since|nan||||LC|[]|[]
mid|nan||||LC|[]|['257']
2018|nan||||CA|['205:YEAR']|['205', '221', '257']
for|nan||||LC|[]|[]
